row_num,gene_id,ensembl_gene_id,gene_symbol,entrez_id,mean_rpkm,mean_DFC_rpkm,mean_VFC_rpkm,mean_HIP_rpkm,mean_MFC_rpkm,mean_V1C_rpkm,mean_A1C_rpkm,mean_AMY_rpkm,mean_STC_rpkm,mean_IPC_rpkm,mean_OFC_rpkm,mean_STR_rpkm,mean_ITC_rpkm,mean_S1C_rpkm,mean_M1C_rpkm,mean_CBC_rpkm,mean_MD_rpkm,mean_M1C-S1C_rpkm,mean_DTH_rpkm,mean_CB_rpkm,mean_PCx_rpkm,mean_LGE_rpkm,mean_CGE_rpkm,mean_URL_rpkm,mean_MGE_rpkm,mean_Ocx_rpkm,mean_TCx_rpkm
48,,ENSG00000004142,POLDIP2,,34.94897669620252,35.907253000000004,36.426323624999995,36.4850238,34.830242399999996,34.06417186666667,33.03192857142857,35.29972828571429,34.207157,32.477015571428566,35.16920435714285,36.77716264285714,33.95810446153846,33.959423799999996,33.2086696,40.085403125,38.77058025,33.6797478,34.4903542,35.07282133333334,31.771181499999997,31.031906499999998,34.766489500000006,32.613173,31.8415985,36.3403365,24.718173
52,2272,ENSG00000004478,FKBP4,2288,30.226731172995784,29.470270294117643,28.2128405,33.18157233333333,28.639161066666666,31.0456304,29.183291928571425,34.168830142857146,29.915189071428568,29.626795071428567,27.977563500000006,32.71353342857143,30.475918000000004,26.348842499999996,25.1150605,29.169810874999996,25.821770375,34.70536179999999,28.3241284,31.977510999999996,37.0279375,36.513984,44.2329395,29.093864500000002,36.8704405,42.721433000000005,33.387148
53,22783,ENSG00000004487,KDM1A,23028,74.15541916877638,79.85081282352941,74.65485993749999,76.7153508,81.3669958,69.49425273333333,64.97855214285715,81.78875842857143,68.29835914285714,70.84929842857143,80.61527278571428,60.744394428571425,74.0487806153846,75.64937839999999,77.5416165,58.82089225,39.497039375,77.88730580000001,73.69544959999999,85.10100733333333,107.11504149999999,94.6735125,116.2377195,86.54243299999999,100.2406905,111.5951785,100.285381
54,10034,ENSG00000004534,RBM6,10180,11.305323620253166,10.973471705882353,11.2888868125,10.228776466666668,11.669218600000002,13.380965400000001,11.61056307142857,11.271994785714286,12.392955,11.7682375,10.292790714285715,12.265305999999999,10.876692769230768,10.9800699,10.9594862,13.7237245,7.907954749999999,13.7382416,8.2153622,10.576001,10.8663435,13.640462,6.7802325,11.032753,10.045957000000001,8.705773,11.095159
59,77694,ENSG00000004777,ARHGAP33,115703,52.382717729957804,54.39450564705882,64.84024181250001,37.6144032,53.15577133333333,55.274639066666666,54.963426642857144,42.31328685714286,64.21093007142858,63.457571785714286,49.30524392857143,48.17415135714286,56.53710823076923,59.887625,55.808486099999996,31.612052999999996,56.34857325,59.0227034,43.56087720000001,54.87800166666667,29.079259,40.250811999999996,35.3455325,58.5670655,33.299788,25.383960000000002,30.903614
60,4680,ENSG00000004779,NDUFAB1,4706,49.661401649789035,53.05431458823529,48.804539687500004,51.2777528,50.7234402,47.48886373333333,47.41362342857142,48.14577785714285,49.75499571428571,48.142858499999996,51.057731499999996,52.757298857142864,47.05984984615384,45.62827299999999,42.922407,48.281552000000005,64.45773187500001,55.565119200000005,56.141840200000004,44.887302999999996,44.603789,42.639353,46.885923000000005,41.082615,48.588907,51.6544195,39.487517
65,81766,ENSG00000004848,ARX,170302,11.473485506329116,8.714459588235295,9.06424425,17.047214333333336,9.843257466666667,5.303180466666666,6.785337214285714,31.49644914285714,10.448676857142857,5.4484414999999995,9.532426214285712,22.523038928571427,9.68974476923077,5.1180655,6.108261300000001,0.0980325,1.1512280000000001,15.530524,7.8638818,0.02823,16.8945745,46.3404265,51.8637765,0.055467,48.4914055,17.122212,9.039905
72,1844,ENSG00000004975,DVL2,1856,10.396757510548523,10.062524647058822,9.128419000000001,14.385276533333332,11.037619266666669,10.3122204,7.243347285714287,14.339397428571427,10.3628305,7.191308071428572,9.53263892857143,10.048852214285715,8.297111307692306,7.371311199999999,7.646929399999999,11.940482500000002,6.049841999999999,14.344669199999998,8.1188438,11.853979333333333,18.392337,18.8395405,23.10482,11.720942,18.1281705,21.799674,15.012002
74,5944,ENSG00000005007,UPF1,5976,17.096372206751056,15.699970941176472,16.8177801875,17.7857368,16.338624333333332,18.315927733333336,16.21801757142857,18.388068,17.945377571428573,15.946004928571428,15.074649928571429,17.211945357142856,16.84457453846154,16.9465126,17.2539856,19.622142750000002,12.79756,17.544563200000002,15.510855600000003,22.435427333333337,19.570805,19.309309,23.258732000000002,22.345533500000002,18.590484,20.7843735,17.631081
76,289,ENSG00000005022,SLC25A5,292,88.37728969198312,97.055503,92.2236975625,96.21842,91.71035873333335,85.36742346666666,80.31666499999999,91.26729185714284,78.26367400000001,79.84277564285715,102.52164664285715,80.0379252857143,81.99860246153845,92.81203869999999,91.91743419999999,86.37040512499999,84.72620462500001,73.2404144,56.83004639999999,71.35989266666667,104.540641,110.5011055,135.4898785,63.890913,120.32316399999999,122.892587,87.194215
79,5407,ENSG00000005075,POLR2J,5439,15.169565312236287,15.58219576470588,15.13649325,18.004734666666664,15.324340066666668,15.902917800000003,13.009513571428572,17.8747735,14.95996014285714,11.53777192857143,14.050988000000002,16.77958957142857,12.084406692307693,11.473138,11.775401999999998,17.0881425,16.258014625,18.5061376,12.4649988,16.14072133333333,18.900439499999997,19.331104500000002,24.4534765,20.369254,19.689332,20.1794625,9.173589
87,36297,ENSG00000005194,CIAPIN1,57019,22.000431915611813,23.25088782352941,22.116308687500002,22.4822666,22.55485513333333,21.9329646,21.288933285714283,20.36967164285714,21.908917857142857,22.4780135,23.044052,17.30422671428571,23.63846876923077,22.914921,21.9375207,24.5508445,20.363911125,21.346857800000002,24.2262914,23.395790333333334,22.091284,19.236247,21.0821975,20.572179,21.2301155,25.2107775,18.870353
91,5545,ENSG00000005249,PRKAR2B,5577,53.621459544303804,52.70848170588235,55.9805736875,34.91502713333333,50.89607173333333,48.189271866666665,61.06113785714286,38.397201714285714,54.103156,72.64594857142856,58.860605500000005,61.67339892857142,59.483832692307686,72.2638003,66.5136187,31.098799624999998,55.075680375000005,46.83407,75.1809346,51.90194033333333,27.777611999999998,34.553945,22.473000499999998,57.9818255,35.594958500000004,23.602635,31.958051
93,1378,ENSG00000005339,CREBBP,1387,16.567453379746837,15.790336529411764,16.27388725,15.033415666666665,16.5992886,18.71473213333333,16.03437871428571,17.522780785714286,17.911707071428573,17.854307357142854,14.893954642857143,16.22353257142857,15.985934538461539,18.2601139,19.319871,12.64325375,8.5597495,19.020221199999998,13.574612400000001,18.800083,21.82316,19.662520999999998,17.817016,23.124111,16.25383,18.9662875,28.37844
98,58269,ENSG00000005448,WDR54,84058,12.094407333333335,11.897403117647059,12.288805875000001,15.656761999999995,13.509429799999998,12.045736333333332,10.624417357142857,10.833467857142859,12.741901142857142,11.987539499999999,12.286195142857142,11.291910714285711,12.123742923076922,11.146405099999999,10.6239871,10.924790375,13.148518375,13.6933844,11.9740844,8.412446666666668,12.261547499999999,11.349355,13.0440505,7.196177499999999,10.7344155,16.107892,9.742215
101,35191,ENSG00000005483,MLL5,55904,17.88949115189873,17.83500435294118,17.5813309375,15.142157733333331,17.444392133333334,18.741327066666667,18.50836371428571,18.523853214285715,18.628519285714283,19.81402742857143,18.07397742857143,15.217091285714286,18.381035230769232,21.1405085,22.6711795,14.939625,9.439131,18.5427702,15.454333199999999,20.136910666666665,21.625073,21.122668,16.867675499999997,19.597979000000002,19.252392,16.730108,29.784801
102,36688,ENSG00000005486,RHBDD2,57414,39.10676199156118,36.091382470588236,39.8271091875,43.72372253333333,37.83198886666666,36.4575162,36.45979835714286,35.809596285714285,37.92365507142857,36.44853607142857,35.90794592857143,48.43818271428572,37.48563292307693,39.263583000000004,38.3078759,45.14446625000001,63.497802875,30.702568199999995,52.4437044,30.849202000000002,25.4054655,26.707223,27.1824065,38.021006,28.831761999999998,28.9075815,22.933099
